rn,B6_x_cast_1xE3_5_bla_1,B6_x_cast_1xE3_5_bla_2,B6_x_cast_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_1,cast_x_B6_1xE3_5_bla_2,cast_x_B6_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_5,cast_x_B6_1xE3_5_bla_7
Star,187,68,135,105,120,25,105,60
Ash2l,3291,2732,3740,2489,5139,5347,4488,3564
Kcnu1,18,116,54,388,350,17,102,228
Hgsnat,341,167,203,280,633,259,402,187
Pomk,304,302,261,374,747,224,329,197
Fnta,538,506,809,532,858,1229,798,414
Hook3,856,516,572,706,825,666,408,642
1700047A11Rik,15,16,3,16,18,10,2,3
Rnf170,22,23,16,45,50,49,66,38
Thap1,69,57,77,53,64,24,64,37
Zfp703,145,114,72,29,22,48,13,16
Erlin2,1327,738,823,758,778,740,1169,868
Prosc,272,157,250,133,295,246,148,171
Brf2,332,216,112,142,222,175,152,140
Rab11fip1,1776,1334,1125,760,956,1012,662,1113
4933416M07Rik,110,57,31,71,63,41,18,41
Got1l1,243,153,394,97,465,222,231,227
Adrb3,152,21,37,194,211,102,38,26
Eif4ebp1,10520,9815,11355,2455,10544,15481,12081,6502
Unc5d,0,0,0,3,0,0,0,0
Dusp26,37,38,0,0,0,14,6,2
Rnf122,407,233,157,67,744,495,135,168
Tti2,23,141,123,78,117,47,82,55
Mak16,2194,1264,1853,1131,1383,2379,2150,1246
Fut10,9,43,22,5,79,70,26,78
Nrg1,38,2,5,1,0,63,15,24
Wrn,247,168,107,591,135,64,72,50
Purg,9,33,18,1,12,21,99,20
Tex15,0,27,10,29,38,16,35,10
Ppp2cb,116,100,134,273,161,138,122,97
Ubxn8,1757,910,959,289,1906,1942,1854,1099
Gsr,666,394,805,757,782,1507,1148,605
Gtf2e2,780,508,1020,460,831,1689,785,867
Smim18,0,2,0,0,0,0,0,0
Rbpms,3649,3876,4143,2490,4758,3129,4164,3578
Dctn6,1870,1041,1683,212,1978,2594,2100,1755
Mboat4,20,0,1,71,36,3,0,12
Leprotl1,617,414,575,587,436,625,691,241
Saraf,725,348,491,971,1552,1129,766,392
Dusp4,421,331,291,539,1106,465,296,39
Tnks,557,413,473,720,460,403,488,301
Ppp1r3b,1617,1795,599,1246,1347,715,532,1101
Eri1,867,646,752,704,898,1008,1129,448
Mfhas1,4,0,0,1,1,0,0,4
D8Ertd82e,73,60,71,0,0,10,32,6
Lonrf1,50,37,38,20,68,64,24,3
Dlc1,483,368,396,178,362,200,287,167
Sgcz,0,0,0,0,0,0,0,0
Tusc3,72,42,30,89,318,304,49,61
Msr1,105,0,0,0,0,0,0,0
Micu3,74,27,17,42,9,27,33,7
Zdhhc2,30,38,69,169,71,171,58,78
Cnot7,427,343,333,817,559,472,515,306
Vps37a,821,565,636,665,565,789,819,457
Mtmr7,267,212,294,423,460,271,464,308
Slc7a2,11,32,1,87,20,13,43,4
Pdgfrl,0,0,0,1,1,0,0,0
Mtus1,731,610,891,2874,1925,646,1325,906
B430010I23Rik,12,37,9,67,98,5,20,29
Fgl1,32,4,3,44,68,9,8,14
Pcm1,739,522,611,1238,356,516,781,496
Asah1,1486,1155,1578,948,2217,2447,1604,1223
Frg1,945,1045,932,674,974,1124,819,897
2810404M03Rik,0,0,0,0,0,0,0,0
Triml1,256,155,240,222,146,152,214,89
Triml2,931,749,792,431,556,278,284,194
Zfp42,2964,1668,2584,1125,2156,2615,2433,1727
Fat1,1638,912,825,1309,1147,540,803,497
AY512931,1,0,0,57,0,0,0,0
1700029J07Rik,0,0,0,20,62,0,1,14
Ufsp2,558,611,592,463,739,670,626,297
Ankrd37,66,73,39,4,21,59,32,55
Snx25,70,43,82,214,73,51,131,57
Cfap97,611,451,463,176,272,336,259,289
Slc25a4,13039,9790,15347,3537,13336,18294,12831,9307
Acsl1,486,325,127,355,140,223,67,178
Cenpu,502,455,533,247,431,627,553,573
Primpol,136,54,107,194,235,96,99,109
Casp3,88,81,92,131,95,71,114,48
Gm16675,12,0,1,0,0,0,3,0
Irf2,8,0,11,7,1,0,2,2
Stox2,7,0,0,0,0,0,8,0
Trappc11,541,325,541,729,1102,415,592,538
Rwdd4a,585,958,1252,464,1098,1394,1206,854
Ing2,223,226,131,328,272,238,281,210
Cdkn2aip,314,142,162,323,219,160,273,172
Wwc2,1844,1643,1567,1408,2079,543,1354,1189
Dctd,3209,2611,3319,2216,4381,3212,2383,3834
Tenm3,5,1,19,105,25,0,2,38
Neil3,42,6,14,56,54,36,34,16
Vegfc,1,1,1,4,0,3,0,9
Spcs3,436,237,282,795,472,487,518,266
Gpm6a,0,0,0,0,4,0,0,0
Cep44,375,238,163,677,374,204,195,181
Fbxo8,212,263,236,37,349,471,284,246
2500002B13Rik,1172,691,741,1292,716,1000,706,567
Hmgb2,899,621,757,370,543,693,519,420
Galnt7,65,9,30,45,21,51,67,47
AW046200,0,0,0,0,0,0,0,0
Galntl6,0,0,0,0,0,0,0,1
Mfap3l,4,0,0,0,18,1,10,0
Hpf1,891,587,850,988,1527,1088,1303,790
Clcn3,1067,616,490,1361,570,414,583,559
Nek1,219,166,164,333,299,252,191,230
Sh3rf1,314,295,229,143,117,173,161,174
1700001D01Rik,48,32,34,74,33,7,32,26
Cbr4,246,266,440,300,347,561,336,407
Palld,504,469,576,463,964,493,599,625
Spock3,0,0,0,0,0,0,0,0
Sgol2b,85,165,85,421,196,72,123,216
Tll1,3,0,0,0,0,0,0,0
Cpe,72,66,81,76,66,275,103,136
Msmo1,267,267,304,308,364,279,273,295
Klhl2,301,246,190,141,93,134,397,101
Tmem192,1972,1476,1795,605,3246,2768,1997,1329
Trim75,0,0,0,0,51,5,0,0
Trim60,0,0,1,0,0,3,0,10
Trim61,0,0,0,0,4,44,0,0
Apela,33,47,14,64,34,6,53,17
BC030870,0,0,0,1,11,1,0,0
Tma16,295,185,220,230,421,232,324,156
Tktl2,47,23,22,0,0,13,24,8
Naf1,345,264,265,629,258,172,341,96
Nat1,10,0,6,0,5,11,15,2
Psd3,2,0,0,40,0,10,4,5
Sh2d4a,12,17,9,59,137,115,102,180
Ints10,275,263,301,472,308,336,203,213
Lpl,173,84,17,16,45,73,28,41
Slc18a1,140,72,25,32,44,143,70,103
Atp6v1b2,1056,836,1164,990,1348,1584,953,1020
Lzts1,65,13,39,9,30,54,0,37
Zfp930,506,250,369,582,308,369,563,254
D130040H23Rik,204,66,154,454,181,76,69,43
Gm10033,367,192,245,140,346,241,210,212
Zfp868,215,201,247,229,245,220,198,186
Zfp869,246,186,185,512,516,219,250,277
Zfp963,19,3,21,41,4,5,21,7
Zfp866,286,103,58,99,231,181,107,134
Atp13a1,1516,747,927,572,776,861,1002,521
Gmip,94,154,38,201,92,12,34,98
Lpar2,34,51,43,33,70,45,116,49
Pbx4,117,238,293,67,875,390,335,580
Ndufa13,11496,7695,8142,5755,8115,7985,7071,5390
Tssk6,36,1,24,1,62,13,22,8
Gatad2a,2737,2153,2155,1482,3185,1849,2556,1848
Mau2,1191,652,489,307,855,711,602,606
Sugp1,727,723,816,375,667,479,1072,580
Tm6sf2,26,35,2,0,58,11,1,20
Hapln4,144,75,60,77,156,66,175,128
Rfxank,710,514,285,51,256,492,347,318
Nr2c2ap,72,38,39,25,100,56,52,42
Borcs8,1603,1062,1183,570,1395,1903,1076,1365
2310045n01rik-mef2b,6,0,0,2,8,3,3,20
Tmem161a,364,418,479,328,709,341,223,255
Slc25a42,48,31,5,26,12,1,23,2
Armc6,68,60,190,31,78,121,135,115
Sugp2,223,205,178,556,781,277,423,390
Homer3,5,0,0,0,12,4,13,1
Ddx49,512,381,676,21,695,768,483,415
Cope,5983,5373,6310,1715,6594,7917,6875,5018
Upf1,866,600,797,219,984,536,843,670
Comp,43,29,0,2,73,38,2,15
Crtc1,141,102,78,42,103,178,99,120
Klhl26,186,96,122,76,185,51,60,179
2810428I15Rik,2694,2348,2708,896,2991,3275,2844,1764
Uba52,2488,1701,1732,1474,2654,2599,2161,1954
Kxd1,3338,2526,3064,1788,4842,3695,2637,2458
Fkbp8,3426,3158,3422,779,4115,2251,3444,2634
Ell,111,109,55,151,179,51,57,96
Isyna1,17005,17830,25825,7705,33919,17054,41894,17570
Ssbp4,339,125,188,53,67,72,84,79
Gdf15,0,4,4,0,0,0,30,0
Pgpep1,99,43,243,124,204,158,69,63
Lsm4,5904,4633,6063,1314,8092,6886,5960,4889
Jund,314,289,259,44,514,170,232,200
Mpv17l2,1107,1036,1218,446,2425,2892,1272,1630
Ifi30,3078,2569,1738,1267,5288,4976,3097,2455
Pik3r2,551,269,564,141,816,327,882,228
2010320M18Rik,279,74,151,101,451,287,341,194
Mast3,335,229,156,575,647,160,349,275
Arrdc2,34,9,34,1,81,16,20,48
Kcnn1,4,5,1,35,19,35,31,7
Ccdc124,15521,14073,15758,759,6099,11530,12740,5836
Slc5a5,24,0,6,1,0,28,43,0
Map1s,419,287,691,331,440,263,556,147
Haus8,2438,1756,2742,946,2217,2141,2356,1529
Myo9b,604,499,585,436,716,393,464,329
Use1,3931,2434,3574,2179,3856,3785,3433,2427
Ocel1,170,113,242,257,312,286,183,238
Nr2f6,303,195,179,130,144,193,165,111
Babam1,1146,996,1771,380,1484,1719,1083,1136
Ankle1,177,152,240,242,667,110,227,235
Mrpl34,3171,2546,2612,980,2675,3476,3533,2195
Dda1,2275,1368,1561,485,2388,2717,2067,1354
Plvap,4,4,0,0,24,0,3,0
Bst2,24,9,20,0,126,62,55,34
Mvb12a,2041,1513,2001,454,2132,2097,1534,1229
Tmem221,3,0,0,1,70,0,0,0
Slc27a1,269,25,99,211,171,104,34,110
Pgls,1505,1352,1608,246,2226,2103,1433,1260
Colgalt1,609,248,372,403,391,183,381,113
Jak3,243,148,207,71,344,112,173,160
Insl3,0,0,0,0,0,0,0,0
B3gnt3,105,45,34,57,312,231,219,126
Fcho1,4,68,1,13,0,7,7,3
Zfp709,173,74,184,299,91,49,94,55
Zfp882,42,17,17,465,72,29,19,80
Zfp617,89,32,68,56,67,78,66,93
Zfp961,642,566,571,1855,516,559,481,540
Tpm4,5609,5321,7062,3756,4804,8273,4107,4421
Rab8a,3353,2599,3874,1527,4706,6723,3616,4027
Hsh2d,1,27,47,29,35,9,24,14
Fam32a,2907,2170,3363,996,3408,6433,2978,2817
Ap1m1,618,433,628,398,760,962,612,328
Eps15l1,511,409,356,972,353,298,357,320
Nwd1,29,27,48,354,154,57,145,118
Sin3b,5770,3673,4398,1961,6099,6666,4074,3891
Large,374,246,157,52,126,534,235,215
Isx,42,64,112,0,72,70,121,59
Hmgxb4,1311,1169,1139,1097,1504,753,1065,917
Tom1,40,16,11,20,49,32,33,29
Hmox1,645,448,302,2,183,435,179,78
Mcm5,2401,1968,3511,1260,3111,2572,3400,2084
Rasd2,2,16,12,45,15,0,21,27
Nr3c2,11,0,4,0,0,0,0,0
Arhgap10,303,252,206,170,95,94,159,66
0610038B21Rik,2,22,12,2,24,0,1,1
Prmt9,413,295,264,256,250,142,193,126
Tmem184c,152,111,159,135,311,109,136,139
Ednra,7,16,94,62,3,1,8,12
Rbmxl1,888,613,992,379,872,993,1259,752
Slc10a7,1097,478,563,765,621,354,580,385
Lsm6,3202,2078,2323,1971,2030,2851,2478,1593
Zfp827,39,6,6,2,0,0,53,1
Mmaa,1396,1088,948,526,769,1149,1032,949
Smad1,42,18,11,38,30,6,67,6
Otud4,1650,939,1300,1913,1419,1199,1395,1049
Abce1,1671,1727,1684,2692,1828,1433,1996,1034
Anapc10,1676,1389,1973,2144,3882,2797,3186,2688
Frem3,1,48,0,0,0,0,25,16
Smarca5,1464,937,1177,1123,1043,775,1127,777
Gab1,1265,1064,1365,1489,1724,1150,1221,1198
Usp38,434,361,471,342,470,346,374,329
Inpp4b,0,0,0,0,2,0,0,0
Zfp330,410,255,245,715,579,402,469,380
Tbc1d9,98,95,111,169,163,27,82,63
Elmod2,104,84,75,139,156,102,40,121
Clgn,105,63,19,0,0,11,9,2
Scoc,74,22,31,46,25,78,52,12
Tecr,7058,4768,6560,1526,6184,10764,6665,5423
Dnajb1,4845,2920,4589,1561,2593,3475,2222,1765
Gipc1,1615,1749,2329,394,3446,2803,1829,1961
Pkn1,37,36,94,55,22,33,29,68
Ptger1,2,0,2,0,6,0,5,7
Ddx39,3225,3408,5927,1319,5089,7552,4929,3094
Adgre5,629,558,986,1036,2180,1476,1525,1486
Adgrl1,111,78,34,234,227,156,85,116
Asf1b,1229,819,1228,495,1881,2473,1886,1240
Prkaca,83,60,39,27,72,55,74,72
2210011C24Rik,26,25,69,49,212,120,221,94
Palm3,592,205,307,216,481,301,1081,216
Rfx1,474,238,206,182,276,119,275,119
Dcaf15,282,362,312,227,409,288,367,276
Podnl1,9,27,0,0,0,4,18,6
Cc2d1a,972,693,642,214,725,404,913,836
4930432K21Rik,27,3,66,1,162,103,53,189
Zswim4,212,103,100,23,48,99,188,17
Mri1,1866,1279,2443,526,1318,1401,1368,1118
Ccdc130,728,458,434,296,597,895,400,590
Cacna1a,45,9,28,17,3,6,23,0
Ier2,671,462,628,375,1105,556,558,729
Nacc1,423,323,343,294,397,201,452,233
Trmt1,2579,2061,2017,1374,3563,1684,2684,1839
Nfix,21,0,0,15,13,2,3,0
Dand5,85,104,137,25,206,193,241,125
Gadd45gip1,4515,3168,3888,1945,3236,2296,3344,1820
Rad23a,31,33,220,7,171,237,113,143
Calr,3657,2659,2209,1892,4221,2174,4207,1312
Farsa,2617,2097,3463,809,2758,2741,2829,1982
Syce2,1361,1214,1085,1749,2845,1186,1325,1105
Gcdh,1023,639,1463,190,1942,991,899,1065
Dnase2a,448,227,343,480,765,571,595,487
Mast1,13,67,59,5,84,84,47,63
Gm38426,238,160,123,38,161,144,128,248
Rnaseh2a,2488,1038,2239,638,2599,2420,2233,1761
Prdx2,3991,2271,2799,1997,4373,5877,3008,2799
Junb,91,56,143,0,4,110,21,60
Hook2,936,564,816,279,987,511,433,608
Asna1,352,320,268,159,551,172,351,247
2310036O22Rik,8568,8186,9407,2167,8061,10099,7654,6793
Tnpo2,672,345,414,650,360,248,302,216
A230103J11Rik,0,0,0,1,0,0,0,0
Fbxw9,370,417,345,204,654,253,539,228
Dhps,2492,1550,2054,1372,2364,2451,2228,1720
Wdr83,868,589,549,186,654,675,521,423
Wdr83os,2095,1118,1521,574,2118,2160,1590,1461
Man2b1,1033,641,476,521,731,582,500,215
Zfp791,44,72,42,107,39,7,14,12
Vps35,3011,2120,2115,2638,2672,3467,2832,2691
Orc6,986,526,892,978,1040,996,1070,623
4921524J17Rik,781,556,563,259,479,607,572,359
Gpt2,493,177,282,229,506,194,344,242
Dnaja2,2542,2122,3265,1727,2349,4450,2881,2019
Neto2,37,127,97,110,60,103,105,47
Itfg1,433,448,492,602,743,538,570,335
Phkb,210,127,143,545,157,148,228,194
Lonp2,921,524,556,291,693,616,667,547
Siah1a,149,55,46,139,111,51,56,100
N4bp1,774,502,616,305,932,487,468,416
Gm2694,37,28,19,71,100,91,81,94
Zfp423,13,1,0,14,10,1,0,3
Cnep1r1,198,172,261,449,318,244,394,316
Heatr3,308,286,441,518,388,277,339,350
Papd5,617,510,534,311,536,233,464,364
Adcy7,17,27,6,0,0,3,18,38
Brd7,1930,1597,1418,1403,1702,1582,1954,1144
Nod2,90,0,3,0,0,0,0,0
Sall1,414,400,316,441,869,489,783,421
Chd9,216,140,155,497,213,51,146,69
Rbl2,77,74,84,260,83,51,117,111
Aktip,1669,1060,1421,805,905,2276,916,983
Rpgrip1l,37,97,48,448,82,113,61,70
Fto,467,616,699,285,667,800,817,737
Ces1a,0,0,0,0,0,28,0,0
Ces1c,3,11,0,0,0,2,1,32
Amfr,137,173,131,464,355,445,258,235
Nudt21,144,87,77,107,111,141,86,76
Ogfod1,1044,379,720,667,460,491,449,284
Bbs2,131,31,84,138,280,101,186,66
Mt4,43,1,9,6,235,32,83,148
Mt2,19118,9082,1134,37105,33002,29335,18766,9480
Mt1,31510,25965,2612,60482,96143,65844,33081,19289
Nup93,431,342,538,321,491,750,559,385
Slc12a3,49,26,48,10,30,13,19,14
Herpud1,498,165,227,68,76,404,91,111
Fam192a,1080,615,879,422,993,1198,1222,763
Rspry1,263,183,247,564,172,229,266,130
Arl2bp,42,52,19,36,68,118,101,45
Ccl17,1,37,3,0,0,10,0,7
Ciapin1,1512,1738,3572,429,2524,5633,2814,2102
Coq9,405,339,617,304,580,933,699,428
Polr2c,1212,870,1081,452,1200,1553,1331,820
Dok4,298,157,290,34,232,400,431,301
Ccdc102a,35,39,90,3,40,0,42,22
Katnb1,305,219,312,155,249,303,310,212
Kifc3,357,195,216,199,308,158,295,155
Usb1,388,343,330,42,137,704,354,152
Cfap20,619,485,712,187,736,1410,726,572
Csnk2a2,619,458,444,395,387,411,621,353
Gins3,522,378,301,338,673,517,513,483
Setd6,608,621,741,646,934,822,897,745
Cnot1,1367,879,1276,2870,1062,1038,1171,1071
4930513N10Rik,147,74,91,215,145,75,106,104
Slc38a7,952,630,450,310,762,789,993,439
Got2,198,132,113,223,189,153,204,104
Cdh11,4,4,1,5,8,4,8,3
Tk2,198,160,136,112,110,443,266,259
Cklf,289,163,164,182,304,399,161,176
Cmtm3,8,41,1,0,28,76,23,1
Cmtm4,711,681,793,520,651,548,589,254
Dync1li2,785,797,748,647,837,695,551,358
Nae1,529,350,472,758,480,642,530,351
Pdp2,1465,973,766,1734,1551,549,1183,978
Cdh16,1,4,1,0,16,0,0,6
Fam96b,1190,1124,1173,341,832,1461,1109,887
Cbfb,793,394,419,615,362,325,500,121
D230025D16Rik,1054,808,1105,1416,1760,1307,1267,1348
B3gnt9,2,6,22,327,2,1,5,0
Tradd,172,207,204,23,347,222,230,159
Fbxl8,16,4,49,97,35,26,33,0
Nol3,0,8,51,1,60,74,62,4
4931428F04Rik,56,6,51,18,23,15,29,33
Exoc3l,4,25,6,0,76,63,0,24
E2f4,2381,1096,1727,807,1819,1692,2158,1270
Elmo3,122,164,106,68,83,87,27,71
Lrrc29,27,33,14,112,136,32,15,26
Tmem208,5420,3443,3492,2035,3942,6284,5751,2473
Fhod1,758,490,639,253,667,476,543,333
Slc9a5,71,31,34,94,114,19,29,57
Plekhg4,22,2,9,0,77,4,0,23
Tppp3,4,30,152,1,251,145,121,97
Atp6v0d1,2687,1681,1696,2230,2857,1798,1665,1584
Agrp,185,145,257,95,500,326,399,203
Fam65a,920,451,670,568,1148,409,707,667
Ctcf,3366,1787,2219,1958,1928,1693,1739,1180
Rltpr,95,54,36,6,66,33,14,28
Acd,1052,927,1433,321,1633,2063,1517,1528
Pard6a,85,81,165,128,226,372,92,123
Enkd1,322,230,323,19,332,296,464,113
Gfod2,71,103,22,1,86,82,19,34
Ranbp10,885,599,659,786,645,450,609,472
Cenpt,581,404,665,258,848,803,623,552
Thap11,469,259,605,200,518,404,386,346
Nutf2,233,203,193,139,323,477,270,349
Pskh1,227,195,173,274,447,350,255,304
Psmb10,345,379,366,439,855,314,508,268
Slc12a4,342,167,95,201,263,177,292,49
Dpep3,483,284,163,64,539,189,493,142
Dpep2,151,1,1,0,60,16,4,2
Ddx28,308,293,466,68,549,344,374,182
Dus2,594,189,382,173,287,489,696,303
Pla2g15,1162,1337,1132,515,1015,1635,1131,990
Slc7a6,14228,10646,15192,9340,12529,21063,12181,12416
Slc7a6os,1018,690,589,562,534,711,883,391
Prmt7,2290,1899,2339,1503,3381,2334,1921,2110
Cdh3,57,34,51,11,188,143,124,128
1110028F18Rik,1,27,4,0,46,11,25,2
Cdh1,5183,2901,3226,4856,3891,2818,2549,2882
Tango6,614,308,610,105,740,476,344,313
Chtf8,299,134,220,273,178,268,207,153
Cirh1a,880,653,792,804,992,832,1035,481
Sntb2,492,263,268,427,346,148,320,235
Vps4a,840,665,920,375,1265,1620,1140,762
Pdf,545,494,731,284,666,741,500,556
Cog8,668,340,912,321,656,686,496,367
Nip7,1144,762,1176,636,1361,1600,952,851
Terf2,409,327,275,372,264,237,338,235
Cyb5b,244,290,262,198,211,502,392,283
Nfat5,61,56,121,175,28,62,120,72
Nqo1,78,45,135,1,103,126,64,83
Nob1,610,363,745,124,455,662,420,404
Wwp2,1596,1153,1491,885,1674,1104,1534,1354
Psmd7,16229,13482,19458,1444,10269,16822,16423,9464
Lncbate1,13,2,0,3,174,1,21,67
Zfhx3,1276,618,832,1028,1005,323,711,739
D030068K23Rik,0,16,16,0,0,0,0,67
Gm1943,65,65,100,20,103,181,110,76
Pmfbp1,0,0,0,4,0,20,6,13
Dhx38,391,183,270,110,158,121,276,138
Txnl4b,345,338,354,179,304,280,310,452
Hp,19,28,47,0,67,35,47,25
Dhodh,608,499,583,402,886,515,809,619
Pkd1l3,14,5,7,1,17,7,17,22
Ist1,2631,1831,2269,1664,2279,3098,1983,1782
Zfp821,122,153,123,158,400,153,70,191
Atxn1l,650,345,437,616,332,348,309,229
Ap1g1,1133,881,1122,1114,1291,1376,1334,1090
Phlpp2,51,93,57,101,92,34,132,20
Marveld3,137,157,183,44,86,96,75,53
Tat,78,73,114,817,563,80,350,181
Zfp612,59,91,187,0,100,98,173,71
Cmtr2,253,116,115,259,278,272,184,115
Hydin,121,95,155,397,204,229,115,95
Vac14,1303,1139,1521,413,1017,1193,1472,1029
Il34,26,17,21,0,206,135,35,46
Sf3b3,2564,1438,1635,1200,2291,1824,1639,1113
Cog4,2014,1351,1442,945,2042,1322,1406,1285
Fuk,162,100,124,100,202,72,230,113
Ddx19a,539,305,363,409,326,361,451,219
Ddx19b,179,146,172,625,363,181,260,168
Aars,5687,5764,6020,2294,3469,2971,3989,2838
Wdr59,290,278,333,555,429,272,278,233
Znrf1,143,188,152,311,187,43,245,108
Zfp1,718,543,609,326,620,674,458,381
Bcar1,735,669,815,61,190,415,351,199
Cfdp1,11455,8833,8523,4222,11225,12168,11434,7500
Tmem170,87,107,149,29,127,205,59,91
Chst5,73,53,61,0,77,125,23,0
Tmem231,830,627,1084,1357,2212,1522,1054,1476
Gabarapl2,5908,5175,5767,2387,5622,8656,6184,5440
Adat1,228,180,223,241,267,248,282,108
Kars,2623,1662,2572,1544,1989,2608,2336,1357
Terf2ip,949,553,868,498,499,597,720,568
Mon1b,490,271,442,356,720,212,421,491
Syce1l,113,37,145,97,312,37,179,198
Nudt7,85,85,107,93,93,92,85,147
Vat1l,32,92,66,466,73,2,10,75
4933408N05Rik,16,32,23,14,27,41,32,29
Wwox,229,31,145,264,133,177,148,212
Cdyl2,753,552,699,864,595,321,431,594
Cmc2,4318,2920,3962,2578,4850,4844,4077,3182
Cenpn,884,811,1229,855,1019,2225,910,1399
Atmin,1502,892,915,1275,1397,957,1183,908
1700030J22Rik,73,76,24,61,67,43,78,43
Gcsh,2019,1656,2251,1281,3687,4776,2911,2080
Pkd1l2,239,172,175,8,201,262,71,118
Gan,41,27,107,44,41,70,85,46
Cmip,1866,1702,1278,664,2167,1514,1460,1241
Plcg2,217,26,106,29,586,94,155,0
Sdr42e1,13,16,12,0,7,6,10,18
Mphosph6,1038,726,805,544,790,988,1023,656
Cdh13,0,0,3,5,0,12,0,0
Hsbp1,12372,8513,9066,6950,12326,14707,10312,9939
Mlycd,133,18,140,223,332,111,266,246
Necab2,69,119,38,53,268,84,122,149
Slc38a8,4,18,33,0,44,107,27,111
Mbtps1,699,619,782,938,956,656,769,614
Hsdl1,421,305,489,515,463,718,338,541
Dnaaf1,165,202,148,10,322,166,368,312
Taf1c,304,223,259,30,527,321,469,150
Adad2,2,3,1,0,90,6,4,20
Tldc1,125,3,77,0,46,30,55,58
Klhl36,11,2,8,2,36,5,46,14
Usp10,3473,2269,3314,1530,2551,2788,3735,1808
Zdhhc7,850,456,642,545,576,851,680,476
6430548M08Rik,32,102,0,97,72,28,3,59
Gse1,97,228,101,45,13,86,21,16
Gins2,545,316,736,307,1259,1334,642,559
Emc8-1190005i06rik,0,0,2,1,24,5,16,13
Emc8,3170,3171,3473,856,2410,3272,2632,2033
Cox4i1,88708,53665,57449,27250,74213,88244,49471,50846
Fendrr,0,0,0,0,0,0,0,10
Mthfsd,442,213,282,277,973,474,520,397
1700018B08Rik,76,22,48,0,56,36,61,30
1700030M09Rik,0,0,0,1,10,0,4,0
Fbxo31,1344,901,1827,532,1957,1414,2018,1687
Map1lc3b,13478,12072,17133,7172,17003,27965,16625,13954
Zcchc14,144,112,25,186,132,67,171,148
Klhdc4,1237,1358,1570,799,1479,892,1645,861
Slc7a5,393,380,246,209,277,190,148,118
BC048644,13,1,4,1,17,0,0,0
Car5a,7,28,20,0,185,42,13,57
Banp,1337,1031,1425,286,596,807,482,430
Zfpm1,626,463,214,394,410,205,215,105
Trhr2,0,29,46,0,51,15,32,53
Zc3h18,736,464,532,565,520,376,750,263
Cyba,344,149,107,96,143,469,135,164
Mvd,649,797,1120,62,1098,803,678,523
9330133O14Rik,81,30,6,250,11,74,15,21
Snai3,234,95,18,27,135,240,64,19
Rnf166,463,524,266,459,798,486,447,409
Ctu2,186,201,318,22,90,215,243,144
Piezo1,735,604,496,546,593,660,439,367
Cdt1,2324,2421,2384,2728,4984,1979,4741,1838
Aprt,10549,7795,8574,2662,15726,10662,10598,7251
Galns,48,111,39,187,292,71,80,84
Trappc2l,5425,4212,4260,1916,4781,6234,4255,3442
Cbfa2t3,222,150,142,83,304,227,249,100
Acsf3,226,234,350,62,162,80,191,148
Cdh15,37,13,9,1,0,0,28,19
Ankrd11,4355,2864,2381,1434,1603,2184,1845,1825
2810013P06Rik,220,241,185,184,468,186,93,90
Spg7,644,550,604,549,829,615,667,462
Rpl13,2419,1754,2084,1100,1748,1739,1881,1166
Cpne7,3,8,17,1,56,24,19,10
Sult5a1,340,233,287,231,538,627,355,275
Dpep1,3,21,19,1,248,1,10,0
Chmp1a,1199,776,1302,204,1158,1717,997,824
Cdk10,352,268,376,221,440,462,381,294
4933417D19Rik,1,0,1,0,0,5,1,25
Vps9d1,113,91,159,30,134,120,170,255
Zfp276,71,106,142,113,219,52,68,95
Fanca,352,95,115,83,450,95,106,231
Spire2,5,0,11,0,0,1,0,0
Tcf25,2313,2168,2438,1198,2988,3052,2266,1508
Def8,262,222,229,335,696,218,346,199
Afg3l1,867,635,723,501,835,432,890,546
Gas8,184,298,201,90,97,180,171,126
Rhou,538,395,312,4,176,357,78,105
Rab4a,898,740,709,10,661,2496,1226,441
Ccsap,268,268,221,37,294,173,222,286
Nup133,1758,1038,1405,1767,1468,802,1514,927
Abcb10,225,215,273,318,322,261,225,279
Taf5l,487,551,409,468,392,402,626,254
Urb2,478,339,282,410,371,171,406,265
Galnt2,529,221,267,684,294,286,335,167
Pgbd5,42,18,15,121,289,34,14,77
Cog2,768,747,812,306,1131,989,866,569
2310022B05Rik,30,59,58,101,52,67,97,25
Ttc13,766,459,611,509,830,596,553,394
Arv1,162,154,316,256,416,329,103,161
Fam89a,15,5,53,0,55,43,82,24
2810004N23Rik,4101,2554,3083,1406,2489,2702,2591,2024
Gnpat,2213,1654,1933,859,2619,3235,1989,1656
Exoc8,341,372,387,1177,286,423,638,345
Sprtn,364,169,223,174,407,57,255,158
Egln1,4091,3370,3195,3436,3994,2361,3579,3366
Tsnax,718,560,518,330,610,490,411,471
Disc1,17,7,13,10,86,45,11,45
Sipa1l2,1656,1093,994,511,1271,961,921,755
Ntpcr,120,66,183,43,171,226,192,121
Pcnx2,53,23,0,3,0,2,34,3
BC021891,0,2,0,51,0,0,15,0
Kcnk1,23,84,31,0,0,1,89,0
Slc35f3,8,5,12,4,5,11,8,5
Coa6,926,646,878,431,759,1098,899,689
Gm17296,80,59,49,32,28,60,46,51
Irf2bp2,119,77,16,16,36,24,66,11
Tomm20,1187,1046,1330,754,1644,2122,1345,838
Rbm34,1906,1249,1591,583,1809,1709,2152,1286
